"","pre_vote_intention","pre_vote_preference","pre_feel_clinton","pre_feel_trump","pre_feel_dem","pre_feel_rep","pre_ideo_self","pre_guaranteed_job","pre_birthright_citizenship","pre_help_blacks","pre_wall_mexico","pre_enviroment","pre_troops_isis","pre_syrian_refugee","pre_climate","pre_paid_leave","post_equal_pay","post_vaccine","post_freetrade","post_bank_regulation","post_healthcare","post_feel_clinton","post_feel_trump","post_feel_christian_fundamentalists","post_feel_feminists","post_feel_liberals","post_feel_labor_unions","post_feel_poor_people","post_feel_big_business","post_feel_conservatives","post_feel_the_u.s._supreme_court","post_feel_gay_men_and_lesbians","post_feel_congress","post_feel_rich_people","post_feel_muslims","post_feel_christians","post_feel_jews","post_feel_tea_party","post_feel_police","post_feel_transgender_people","post_feel_scientists","post_feel_black_lives_matter","pre_budget_sec","pre_budget_school","pre_budget_sci","pre_budget_crime","pre_budget_welfare","pre_budget_childcare","pre_budget_poverty","pre_budget_env","religion_importance","age","edu_num","race","gender","income_group","weight"
"3198","Yes","Trump",4,49,53,85,6,1,1,4,7,1,1,7,4,4,1,1,4,4,1,NA,60,85,50,50,NA,60,60,60,50,50,50,60,50,85,100,50,85,50,85,70,1,1,1,1,-1,1,1,1,1,66,9,"White, non-Hispanic","Female",14,1.614
"3199","Yes","Clinton",50,0,70,50,4,4,6,6,3,3,4,4,1,1,2,3,4,4,5,52,29,59,51,60,79,71,60,38,55,64,50,51,82,91,51,50,61,61,87,79,1,1,0,1,-1,0,1,1,1,42,9,"Black, non-Hispanic","Male",16,3.358
"3200","Yes","Clinton",65,0,88,16,2,5,7,7,3,1,4,1,1,1,1,1,2,2,2,89,0,31,69,87,76,72,49,42,48,80,17,53,85,50,83,22,61,80,100,49,1,1,1,0,1,1,1,1,1,19,9,"White, non-Hispanic","Male",11,2.497
"3201","Yes","Clinton",70,15,70,30,5,5,1,7,2,3,4,4,3,4,1,1,2,4,NA,50,40,50,40,40,40,50,60,70,15,50,15,50,40,85,50,30,70,40,50,70,0,0,0,1,NA,0,0,0,1,59,13,"White, non-Hispanic","Female",NA,0.763
"3202","Yes","Clinton",66,0,50,23,3,4,6,6,5,1,7,4,2,2,3,1,4,1,3,65,15,30,60,50,40,70,30,50,60,70,30,30,60,70,70,15,70,70,100,70,0,1,1,0,0,0,0,1,0,34,13,"White, non-Hispanic","Male",27,0.722
"3203","Yes","Trump",0,85,15,100,4,5,4,1,5,6,2,7,4,1,1,3,6,2,7,0,0,50,50,50,85,70,40,50,60,85,70,60,70,85,50,60,100,70,85,0,1,0,1,0,-1,-1,0,0,1,27,10,"White, non-Hispanic","Male",7,0.671
"3204","Yes","Clinton",70,0,85,30,5,99,5,4,99,99,4,4,4,4,4,6,1,4,2,100,15,100,100,100,100,100,60,100,100,100,100,85,100,100,100,100,90,100,100,100,0,0,0,0,0,0,0,0,1,23,13,"White, non-Hispanic","Male",5,0.775
"3205","Yes","Trump",0,70,30,60,5,6,1,1,6,4,1,4,7,4,1,1,4,5,6,15,70,30,30,30,15,50,70,50,40,50,0,50,50,50,50,70,60,40,100,40,0,-1,0,1,-1,-1,-1,-1,0,49,10,"White, non-Hispanic","Male",27,0.911
"3206","Yes","Clinton",NA,0,70,15,4,4,6,7,4,2,2,4,2,6,1,1,5,2,2,70,0,50,40,50,70,60,40,50,40,60,40,60,60,60,100,0,50,60,85,40,1,1,1,1,0,1,1,1,1,65,15,"White, non-Hispanic","Male",NA,0.621
"3207","Yes","Clinton",71,0,70,15,2,3,7,4,2,1,7,2,1,1,1,1,2,1,2,70,0,0,96,85,90,85,15,16,40,100,31,41,40,40,85,16,31,100,99,70,0,1,1,0,0,1,1,1,0,33,14,"White, non-Hispanic","Female",23,0.807
"3208","Yes","Clinton",70,50,70,50,NA,4,1,1,6,99,6,6,4,1,4,2,2,4,2,85,40,70,70,85,85,85,85,70,85,70,85,85,70,100,85,85,85,85,85,70,1,0,0,0,0,0,1,0,0,58,10,"White, non-Hispanic","Female",22,1.126
"3209","Yes","Trump",0,60,30,60,5,5,2,2,6,1,6,7,4,2,1,4,7,1,4,0,70,0,40,40,40,70,40,70,60,70,30,70,40,0,70,70,60,50,85,40,0,1,0,0,-1,0,0,1,0,59,10,"White, non-Hispanic","Female",19,0.361
"3210","Yes","Clinton",30,0,30,0,4,7,1,1,7,2,4,7,1,7,7,1,4,1,7,70,0,51,51,52,0,51,15,84,14,17,0,51,48,51,51,3,100,1,84,17,0,-1,1,1,-1,-1,-1,1,0,NA,10,"White, non-Hispanic","Male",NA,0.689
"3211","Yes","Clinton",70,0,30,30,2,5,7,7,3,3,5,3,4,2,1,1,2,2,4,85,2,50,85,100,50,85,60,40,70,100,30,70,85,70,100,0,70,100,100,60,0,1,0,0,-1,1,0,0,0,44,14,"White, non-Hispanic","Female",20,1.59
"3212",NA,NA,0,0,0,0,NA,1,4,4,99,99,4,4,1,1,1,6,4,4,2,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,0,0,0,0,0,0,0,1,38,11,"White, non-Hispanic","Male",7,0.752
"3213","Yes","Clinton",85,15,70,31,4,2,1,7,2,1,6,4,2,2,1,3,4,4,6,70,60,50,70,70,85,100,60,60,70,85,40,70,85,85,85,50,85,85,85,85,1,0,0,1,0,0,1,0,1,65,13,"Black, non-Hispanic","Male",14,0.499
"3214","Yes","Trump",0,100,15,85,4,4,2,1,7,6,1,6,2,1,1,2,6,4,6,2,100,88,88,100,16,100,52,56,50,100,70,100,71,100,100,52,100,79,92,36,1,1,0,1,-1,0,0,1,1,56,9,"White, non-Hispanic","Female",14,1.536
"3215","Yes",NA,0,0,NA,NA,3,4,4,4,6,99,7,7,4,1,4,3,6,4,2,0,0,0,0,70,60,70,50,40,40,100,0,50,50,40,50,50,85,85,85,50,1,1,1,0,-1,1,0,0,0,45,9,"White, non-Hispanic","Male",13,1.985
"3216","Yes","Trump",0,50,0,60,6,6,4,2,6,5,2,6,7,4,4,1,2,6,4,0,60,60,30,30,15,60,70,85,60,50,50,70,50,100,85,70,85,30,50,0,0,0,0,0,-1,-1,-1,-1,1,67,16,"White, non-Hispanic","Female",21,0.858
"3217","Yes","Clinton",61,2,80,15,4,99,6,7,4,2,2,4,1,7,1,1,4,2,2,65,0,36,87,75,72,85,48,14,68,68,61,46,67,93,98,0,49,70,80,98,1,1,1,1,0,0,0,1,1,58,13,"Black, non-Hispanic","Female",15,0.725
"3218","Yes",NA,NA,0,85,15,2,4,4,7,5,5,7,4,6,1,1,4,4,4,2,70,0,NA,40,60,70,60,40,50,50,60,50,40,NA,85,85,0,85,70,70,85,1,0,1,1,0,1,1,1,1,66,10,"White, non-Hispanic","Male",11,0.598
"3219","Yes","Clinton",100,0,100,0,NA,1,1,7,1,1,7,7,1,1,1,7,7,1,1,95,0,76,72,40,94,82,24,52,5,89,86,30,73,97,85,30,12,92,97,100,1,1,0,1,0,1,1,0,1,37,4,"Black, non-Hispanic","Female",5,0.788
"3220","Yes","Trump",0,98,0,90,6,7,6,1,6,6,1,7,6,2,2,6,4,4,6,0,95,51,40,1,61,81,78,96,79,50,85,85,49,91,97,88,98,51,82,3,0,0,0,0,-1,0,-1,-1,1,27,11,"White, non-Hispanic","Male",18,1.251
"3221","Yes","Clinton",70,16,84,51,NA,2,7,4,6,5,4,3,4,4,4,6,4,6,7,40,16,30,40,52,52,58,56,41,50,85,33,50,82,46,50,53,72,52,59,40,1,1,0,0,-1,1,-1,0,0,30,10,"White, non-Hispanic","Female",11,1.472
"3222","Yes","Clinton",87,0,70,11,2,4,7,7,3,1,4,2,1,4,1,1,2,2,2,73,34,62,NA,85,62,NA,NA,38,23,NA,19,NA,NA,70,73,31,73,NA,77,50,0,1,1,0,-1,1,0,1,0,78,16,"White, non-Hispanic","Male",20,0.347
"3223","Yes","Clinton",76,0,85,31,2,5,7,7,4,1,2,1,1,2,1,1,2,4,2,85,0,30,90,85,65,90,30,40,65,100,40,40,90,80,95,0,70,95,100,75,1,1,1,0,0,1,1,1,0,26,13,"White, non-Hispanic","Male",14,0.708
"3224","Yes",NA,3,2,0,NA,4,7,7,7,7,7,7,1,1,1,1,2,2,1,4,10,0,0,100,35,100,40,30,65,75,100,45,60,85,45,100,65,85,100,100,30,0,1,1,0,-1,1,0,1,0,40,14,"White, non-Hispanic","Female",20,0.832
"3225","Yes","Clinton",95,0,85,3,2,4,1,7,4,2,6,2,1,4,1,1,2,1,1,100,0,0,100,100,85,100,40,0,70,100,15,100,100,40,100,0,100,100,100,100,1,1,1,1,0,0,0,1,0,63,10,"White, non-Hispanic","Male",1,0.882
"3226","Yes","Trump",15,60,15,15,5,7,1,1,7,3,7,7,1,7,2,3,4,4,6,15,70,50,60,30,70,50,53,50,50,60,30,70,40,60,50,70,85,50,70,50,1,0,-1,1,-1,-1,0,1,1,67,11,"White, non-Hispanic","Female",1,0.837
"3227","Yes","Trump",40,40,50,51,5,4,6,7,4,2,5,5,2,1,2,1,4,4,4,32,41,51,41,52,50,99,40,60,60,87,61,85,51,99,95,40,99,58,51,99,1,1,1,1,0,1,0,1,1,38,14,"White, non-Hispanic","Female",24,0.833
"3228","Yes","Clinton",30,5,50,30,2,5,4,6,5,1,6,4,1,1,1,2,2,1,1,15,15,50,85,85,85,85,15,85,50,85,0,50,85,85,85,50,85,85,85,50,1,1,1,1,1,0,1,1,0,59,13,"White, non-Hispanic","Male",26,1.686
"3229","Yes","Clinton",85,60,50,50,4,6,4,1,7,7,7,4,4,4,1,2,4,4,4,85,60,50,70,60,85,60,50,60,85,50,50,50,50,100,70,50,85,50,85,70,0,0,1,1,-1,0,0,1,1,86,7,"White, non-Hispanic","Female",13,0.694
"3230","Yes","Trump",8,86,40,85,6,6,4,2,7,4,4,6,4,4,1,1,4,1,7,0,100,100,52,1,74,100,68,99,50,53,53,50,53,98,100,99,99,52,98,3,0,0,0,1,-1,0,-1,0,1,45,11,"White, non-Hispanic","Female",23,1.429
"3231","Yes",NA,15,60,40,60,4,7,1,4,7,4,4,7,1,1,1,1,7,4,7,15,60,85,40,60,60,50,40,70,30,50,50,60,50,100,85,60,100,50,85,30,0,-1,1,1,-1,-1,-1,1,1,NA,11,"Other","Female",NA,0.732
"3232","Yes","Clinton",100,0,100,0,3,4,7,6,1,3,2,3,3,2,1,1,1,1,1,100,0,40,60,100,50,100,85,50,40,50,0,100,50,50,100,0,70,50,100,100,1,1,1,1,1,1,1,1,1,63,10,"Black, non-Hispanic","Male",2,0.514
"3233",NA,NA,0,100,15,85,6,7,1,1,7,7,7,7,2,2,2,1,6,4,6,0,85,30,70,30,85,70,70,85,70,50,30,70,0,70,60,85,100,50,85,0,1,1,1,1,-1,0,0,0,0,66,12,"White, non-Hispanic","Female",21,0.901
"3234","Yes","Trump",10,63,34,57,5,5,1,4,6,99,5,7,5,2,1,3,5,2,7,30,75,44,74,49,71,55,81,78,78,100,62,80,56,76,100,88,100,77,86,34,0,1,0,0,-1,1,0,0,1,41,13,"White, non-Hispanic","Female",NA,0.861
"3235","Yes",NA,50,50,50,50,NA,99,7,7,99,99,6,4,4,1,4,4,4,4,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,0,46,10,"Hispanic","Female",5,0.417
"3236","No",NA,15,0,40,40,4,7,2,7,6,3,4,6,4,4,1,1,2,2,4,17,1,2,84,61,17,86,71,60,69,100,61,61,42,16,50,52,61,86,84,85,0,1,1,1,-1,0,0,1,0,48,13,"White, non-Hispanic","Male",25,0.911
"3237","No",NA,30,70,50,50,4,3,4,7,5,3,6,7,4,6,1,1,4,2,1,51,61,51,51,51,48,61,31,50,60,1,60,1,40,60,51,70,85,0,85,51,1,1,1,0,0,1,0,0,0,65,11,"White, non-Hispanic","Male",14,0.979
"3238","Yes","Trump",15,85,15,85,6,5,2,1,NA,NA,1,7,6,4,2,1,2,4,6,0,100,75,50,15,50,NA,71,85,70,50,60,50,51,100,85,85,100,50,70,40,1,-1,0,1,-1,NA,0,-1,1,73,12,"White, non-Hispanic","Female",15,0.837
"3239","Yes","Clinton",50,0,30,15,NA,2,1,2,4,4,7,7,4,7,1,3,6,4,7,30,0,85,85,50,0,100,85,85,60,50,40,70,100,100,100,50,85,60,85,0,1,1,-1,0,0,0,1,0,0,55,6,"White, non-Hispanic","Male",13,1.131
"3240",NA,NA,0,0,0,15,6,7,4,4,7,4,4,4,1,1,1,4,4,1,6,0,70,85,30,50,85,50,0,85,50,50,60,50,0,100,50,100,40,50,30,0,0,0,0,0,-1,0,-1,1,1,26,10,"Other","Female",15,0.833
"3241","Yes","Trump",0,100,30,70,4,99,1,4,99,6,2,7,6,2,2,6,7,4,7,0,100,85,50,50,50,85,60,0,40,0,50,50,50,100,85,85,100,0,50,0,1,1,0,1,0,0,1,-1,1,47,12,"White, non-Hispanic","Female",1,1.141
"3242","Yes","Trump",15,83,30,71,6,5,1,1,4,6,4,6,4,4,2,1,4,4,4,17,70,71,40,32,42,51,70,85,85,72,41,51,61,85,85,85,71,51,86,31,0,-1,0,0,-1,-1,0,0,0,69,13,"White, non-Hispanic","Male",20,0.39
"3243","Yes","Clinton",100,0,100,30,NA,1,4,4,4,1,4,4,1,1,1,4,4,4,1,85,0,100,50,50,100,100,85,50,70,0,70,60,0,100,100,60,85,0,70,100,1,1,1,1,0,1,1,1,1,41,12,"Black, non-Hispanic","Female",3,1.243
"3244","Yes","Trump",0,0,15,85,6,7,5,1,7,6,3,7,5,6,7,3,2,6,7,15,60,70,30,15,50,85,85,85,40,40,30,50,40,100,85,70,85,15,70,0,1,0,1,1,0,0,0,0,1,54,13,"White, non-Hispanic","Male",19,0.883
"3245","Yes","Trump",0,70,0,40,6,99,4,2,7,5,4,7,5,4,2,4,2,4,4,30,85,60,30,15,85,15,50,85,50,60,40,60,30,85,60,70,85,15,85,30,-1,1,-1,0,-1,0,0,0,1,52,9,"White, non-Hispanic","Male",23,2.722
"3246","Yes","Clinton",70,0,85,0,NA,3,6,4,NA,4,3,4,2,4,1,5,3,4,5,100,0,70,60,30,60,85,0,60,40,60,60,0,60,100,60,60,60,70,70,100,0,0,NA,0,0,1,NA,0,1,50,10,"Black, non-Hispanic","Female",1,0.552
"3247","Yes","Trump",1,67,16,40,4,4,1,4,5,4,4,7,2,1,1,1,2,4,4,15,85,30,70,50,60,85,60,70,85,50,30,50,30,60,50,50,85,85,100,0,1,1,1,0,0,1,0,1,0,56,14,"White, non-Hispanic","Female",14,0.881
"3248","Yes","Clinton",70,0,85,15,2,3,7,7,4,3,4,3,2,3,2,1,1,4,4,70,0,0,85,70,70,60,60,30,40,85,15,40,60,50,70,15,70,85,100,60,0,0,1,1,0,1,0,1,0,70,14,"White, non-Hispanic","Male",23,0.347
"3249","Yes","Clinton",85,NA,100,0,3,2,6,3,2,3,7,1,1,5,1,4,4,1,7,0,15,85,85,100,100,100,100,70,100,50,85,70,100,85,100,85,50,50,100,100,1,1,-1,-1,1,-1,-1,-1,0,46,9,"Black, non-Hispanic","Female",6,3.035
"3250","Yes","Trump",0,70,3,86,7,6,6,1,1,99,2,7,4,2,2,2,5,4,7,0,70,69,60,32,69,60,40,98,69,6,17,60,30,94,82,69,96,15,67,0,0,1,1,1,-1,0,-1,-1,1,34,12,"White, non-Hispanic","Female",18,0.921
"3251","Yes","Trump",0,100,0,100,6,4,2,1,6,5,2,4,6,2,1,2,4,4,4,0,100,75,51,15,63,81,72,91,73,62,61,61,58,100,78,85,100,50,91,26,1,1,0,1,0,0,0,1,1,73,13,"White, non-Hispanic","Male",12,0.618
"3252","Yes","Clinton",61,2,86,NA,4,5,6,4,4,99,4,4,4,1,1,1,4,4,2,70,31,62,87,51,71,72,52,61,62,62,60,60,61,72,62,50,70,61,87,50,1,1,1,0,0,0,0,0,1,60,13,"White, non-Hispanic","Male",25,0.624
"3253","Yes","Trump",30,70,50,85,6,7,6,2,4,6,2,6,4,1,1,3,4,4,4,40,85,50,50,40,70,70,50,60,50,50,50,50,50,100,60,50,100,50,50,50,0,1,0,1,0,1,0,-1,1,58,9,"White, non-Hispanic","Female",15,0.92
"3254","Yes",NA,19,0,4,NA,3,3,4,7,4,4,4,4,1,1,1,6,4,2,2,32,16,40,16,60,15,50,0,45,30,70,4,41,59,58,60,2,61,51,99,30,1,1,1,-1,0,1,1,1,0,23,9,"White, non-Hispanic","Male",9,3.55
"3255","Yes","Clinton",85,NA,85,70,NA,4,7,7,2,1,4,4,4,1,1,1,4,NA,NA,50,50,50,50,50,70,85,50,50,70,50,50,50,50,50,50,50,60,50,100,50,0,1,0,0,0,0,0,1,1,29,9,"Hispanic","Male",13,1.511
"3256","Yes","Trump",60,85,NA,NA,5,6,1,1,7,3,3,7,1,1,1,3,2,2,7,15,100,60,70,15,100,100,70,70,70,100,60,70,0,70,100,60,100,70,100,0,1,1,0,1,-1,1,0,1,1,31,10,"White, non-Hispanic","Female",19,0.9
"3257","Yes","Trump",15,60,1,55,5,7,2,4,7,6,4,6,7,4,4,2,2,7,7,6,50,51,50,16,16,50,51,61,31,50,51,50,51,71,51,61,50,50,61,31,0,-1,0,0,-1,-1,-1,-1,1,44,13,"White, non-Hispanic","Male",22,0.883
"3258",NA,NA,0,85,70,0,NA,99,4,2,99,3,4,6,2,5,1,2,4,4,4,0,100,70,50,60,85,70,30,60,100,60,70,40,0,100,30,15,100,0,70,40,1,0,0,1,1,1,1,0,1,20,9,"White, non-Hispanic","Male",2,2.961
"3259","Yes","Trump",15,70,15,60,6,5,2,2,5,5,2,7,6,3,2,2,6,4,6,0,87,60,30,15,40,85,70,70,40,40,60,70,15,100,70,60,85,40,70,30,1,0,0,0,-1,1,-1,-1,1,61,10,"White, non-Hispanic","Male",21,1.071
"3260","Yes",NA,15,0,60,70,4,4,7,7,6,4,1,1,2,1,NA,NA,1,NA,NA,15,15,85,100,85,100,85,85,100,100,85,85,85,100,100,100,85,85,85,100,30,0,0,1,1,-1,0,0,1,1,62,10,"Hispanic","Female",12,0.85
"3261",NA,NA,70,0,70,15,5,99,7,7,99,99,4,4,4,6,4,6,4,6,7,74,15,50,50,50,30,70,70,50,85,30,40,15,0,50,50,70,60,50,85,40,1,0,0,-1,0,1,1,1,1,35,9,"Hispanic","Female",13,0.702
"3262","Yes",NA,30,60,15,40,6,5,1,6,7,4,7,7,4,2,1,2,4,2,4,15,40,0,70,30,60,50,40,70,85,85,30,50,70,85,100,40,100,85,85,0,0,-1,1,1,-1,0,0,0,0,60,15,"White, non-Hispanic","Female",22,0.382
"3263","Yes","Trump",0,70,0,85,7,5,1,1,6,5,1,7,1,1,1,6,1,1,7,0,60,85,60,15,60,100,85,100,40,30,60,85,70,100,100,85,100,30,100,0,1,1,1,1,-1,0,-1,0,1,58,9,"White, non-Hispanic","Male",22,1.644
"3264","No",NA,0,0,30,NA,4,1,1,6,4,3,6,4,2,3,1,3,4,4,4,1,72,70,100,51,40,100,51,51,70,100,51,41,50,100,49,52,100,100,86,71,1,1,0,1,-1,0,1,1,1,37,10,"White, non-Hispanic","Female",1,1.918
"3265","Yes","Clinton",61,0,60,61,2,2,3,7,4,3,6,2,3,1,1,3,3,6,3,86,0,0,100,71,87,51,60,10,63,100,32,51,84,80,85,0,71,100,92,100,0,1,-1,1,-1,0,0,1,1,40,13,"White, non-Hispanic","Female",19,0.376
"3266","Yes",NA,70,15,65,30,3,3,6,7,4,1,4,4,1,1,1,2,2,4,2,66,28,50,70,70,70,50,51,41,60,50,60,50,50,50,50,50,51,50,50,50,0,1,1,1,0,-1,0,1,1,43,14,"White, non-Hispanic","Male",26,0.883
"3267","Yes","Trump",31,60,42,60,4,4,1,2,6,2,1,6,3,4,1,1,4,1,6,30,60,51,50,51,45,69,60,51,52,61,41,47,61,71,70,51,70,62,59,62,1,1,1,1,-1,-1,-1,0,1,61,10,"White, non-Hispanic","Female",19,1.213
"3268","Yes","Clinton",60,30,60,30,3,2,6,4,4,3,6,4,2,2,1,2,2,2,3,60,46,44,66,63,52,62,56,57,63,57,49,50,54,59,54,38,73,59,53,57,0,1,1,1,0,0,1,0,0,56,14,"Asian, native Hawaiian or other Pacif Islr,non-Hispanic","Female",24,0.566
"3269","Yes",NA,60,1,85,31,3,6,7,7,7,1,6,7,4,1,1,1,3,4,3,41,2,41,51,60,70,42,61,41,50,51,61,41,16,51,100,51,84,51,99,0,0,1,0,0,-1,0,0,0,0,31,13,"White, non-Hispanic","Female",26,0.792
"3270","Yes","Clinton",50,15,70,30,3,5,5,7,1,2,4,3,1,1,1,1,4,4,2,25,40,30,0,60,40,50,40,40,70,70,50,40,50,85,100,50,30,70,85,50,0,1,1,1,1,1,1,1,0,18,10,"White, non-Hispanic","Male",26,1.341
"3271","Yes",NA,1,40,16,61,6,5,2,2,99,99,2,4,6,1,6,1,2,4,6,16,31,84,40,30,60,61,40,85,16,61,61,50,32,86,71,40,86,60,42,40,0,1,0,0,-1,1,1,-1,1,36,13,"White, non-Hispanic","Female",24,0.697
"3272","Yes","Clinton",62,0,64,15,NA,4,4,4,4,4,2,4,4,1,1,2,2,2,2,70,0,60,50,60,50,60,67,70,60,50,40,50,15,97,70,49,57,50,70,40,1,1,0,1,0,1,1,0,1,26,10,"Other","Male",21,0.345
"3273","Yes","Clinton",15,0,60,40,4,5,7,4,3,1,4,2,2,4,1,1,1,3,2,68,1,16,83,70,61,50,61,58,71,51,70,57,58,50,98,41,62,60,60,61,0,0,0,0,0,1,1,1,0,59,13,"White, non-Hispanic","Female",7,0.405
"3274","Yes","Clinton",100,0,100,0,2,3,4,5,4,99,6,6,2,2,1,4,2,2,2,100,0,0,85,100,100,100,0,0,50,85,0,0,70,15,85,0,70,85,100,70,1,1,1,1,0,0,1,0,0,59,9,"White, non-Hispanic","Male",6,1.58
"3275","Yes",NA,60,0,100,40,3,4,6,4,4,4,4,4,4,6,6,4,4,4,5,59,14,95,16,49,32,94,51,30,93,54,89,11,50,67,53,53,88,49,91,81,0,0,0,0,0,0,0,0,0,37,9,"Hispanic","Female",1,2.174
"3276","Yes","Trump",50,70,70,70,NA,5,6,3,4,4,7,7,6,4,7,5,4,4,6,100,0,100,0,50,60,100,50,50,15,0,50,50,0,100,50,50,0,50,70,50,-1,-1,-1,-1,-1,-1,1,-1,1,32,10,"Black, non-Hispanic","Female",1,0.631
"3277","Yes","Clinton",100,0,100,0,6,99,7,7,99,4,6,4,4,2,1,6,4,6,1,100,0,100,100,100,100,100,100,100,60,100,50,100,100,100,100,0,100,100,100,100,1,0,0,1,1,1,1,1,0,20,10,"White, non-Hispanic","Male",28,1.409
"3278","Yes","Trump",0,70,52,61,5,5,4,4,5,99,4,7,4,4,1,2,4,5,4,15,62,61,47,52,49,72,50,60,71,62,42,52,50,70,72,51,86,52,73,32,1,-1,0,1,-1,0,-1,-1,1,90,13,"White, non-Hispanic","Female",13,0.412
"3279","Yes","Trump",17,61,40,61,4,4,7,6,3,3,4,4,4,1,4,3,4,4,4,31,61,17,60,60,31,70,50,60,71,71,60,61,70,70,72,51,85,61,70,51,1,1,0,1,-1,0,0,0,1,46,16,"White, non-Hispanic","Female",28,0.447
"3280","Yes","Clinton",40,0,40,30,5,2,6,6,1,4,4,6,2,5,1,4,3,4,6,30,10,55,75,75,60,95,65,80,95,90,55,65,95,95,95,50,95,60,90,95,1,1,0,0,-1,-1,-1,1,1,58,9,"Hispanic","Female",23,1.544
"3281","Yes","Trump",0,86,0,72,6,7,1,1,7,7,1,7,7,7,1,1,4,6,4,0,86,70,42,0,42,69,71,100,62,51,60,72,50,83,71,85,92,51,70,0,0,0,0,1,-1,-1,-1,-1,1,73,10,"White, non-Hispanic","Female",26,0.392
"3282","Yes","Trump",44,45,40,50,4,4,5,4,4,3,2,5,4,1,1,6,4,3,4,44,50,70,65,70,45,90,65,60,50,75,40,50,80,95,95,46,55,50,85,80,1,1,0,0,-1,0,0,0,1,39,13,"White, non-Hispanic","Female",22,0.951
"3283","Yes",NA,60,0,68,44,3,3,7,7,1,3,6,4,4,2,1,2,2,4,4,70,15,85,60,70,50,70,40,70,70,100,70,60,85,100,100,60,70,85,85,85,0,1,0,-1,0,0,0,0,1,22,13,"White, non-Hispanic","Female",24,1.323
"3284","Yes","Trump",0,85,15,71,4,99,2,1,99,4,2,7,7,2,1,2,6,2,4,2,91,50,50,15,41,50,40,70,51,95,61,50,30,50,50,70,85,50,70,1,1,0,0,1,-1,-1,-1,0,0,40,11,"White, non-Hispanic","Male",12,2.101
"3285","Yes","Clinton",70,15,85,15,2,5,1,1,6,3,7,4,4,6,1,2,2,4,4,72,17,72,70,88,74,87,69,32,76,50,31,62,54,94,75,19,75,30,85,50,1,1,1,1,0,0,0,1,1,67,9,"White, non-Hispanic","Male",16,1.201
"3286","Yes","Clinton",85,0,85,15,4,7,6,4,7,4,6,4,6,4,1,4,3,4,1,85,0,NA,60,50,70,100,70,50,70,100,50,50,50,100,70,50,50,100,40,100,0,0,0,0,0,0,0,0,0,23,9,"Black, non-Hispanic","Male",1,1.598
"3287","Yes","Clinton",NA,NA,NA,NA,NA,99,4,4,99,99,4,4,4,4,1,4,4,1,1,85,0,100,50,50,70,85,70,50,50,97,70,50,50,100,50,50,60,85,50,100,1,1,1,1,1,1,1,1,NA,27,11,"Black, non-Hispanic","Female",8,2.518
"3288",NA,NA,0,60,40,40,3,5,4,5,7,2,5,4,2,2,4,2,2,1,4,0,0,40,50,60,70,40,0,50,50,50,35,30,50,50,50,70,40,50,85,0,1,1,1,0,0,1,0,1,0,27,9,"Hispanic","Male",14,2.376
"3289","Yes","Clinton",73,8,79,39,4,4,6,7,3,1,4,4,2,1,1,1,4,2,4,71,7,70,71,50,70,78,41,51,61,70,31,50,70,70,70,30,85,71,72,70,1,1,0,0,1,1,1,0,1,55,14,"White, non-Hispanic","Female",23,0.849
"3290","Yes",NA,15,60,40,85,6,7,4,7,7,6,2,6,4,7,1,1,4,4,4,0,72,52,51,51,72,52,98,71,71,70,72,71,72,71,71,51,98,50,97,51,0,1,1,0,-1,-1,-1,0,0,51,13,"White, non-Hispanic","Male",28,0.716
"3291",NA,NA,70,2,NA,NA,NA,99,2,6,99,99,4,4,6,1,1,2,4,4,4,60,0,72,50,50,51,70,33,60,61,51,53,50,70,83,52,51,99,51,51,50,1,1,0,1,0,0,1,1,1,68,9,"White, non-Hispanic","Female",20,1.413
"3292","Yes","Clinton",84,1,99,1,NA,4,2,4,1,2,2,4,2,1,1,3,1,1,2,100,0,64,99,74,71,80,57,70,69,99,70,51,99,61,53,73,52,82,79,99,1,1,0,1,0,1,1,1,1,36,12,"Black, non-Hispanic","Female",15,0.641
"3293","Yes",NA,50,0,50,70,3,1,1,1,4,1,2,7,1,1,1,1,1,5,7,1,2,3,2,2,7,100,1,4,2,16,1,3,0,17,2,100,6,3,99,2,1,1,1,1,-1,1,0,1,1,38,12,"White, non-Hispanic","Female",22,0.828
"3294","Yes","Clinton",70,0,70,15,4,1,4,7,3,3,1,4,1,1,1,6,4,2,6,60,0,85,40,70,50,70,70,50,70,50,40,30,85,85,85,30,100,70,60,85,-1,1,-1,1,-1,1,1,-1,1,65,10,"White, non-Hispanic","Female",1,0.707
"3295","Yes",NA,0,41,30,50,6,7,1,4,7,3,1,7,4,4,4,3,7,1,5,20,70,30,50,31,50,60,50,70,30,40,40,50,40,60,59,60,60,50,60,50,1,0,0,0,-1,0,-1,0,1,90,9,"White, non-Hispanic","Female",2,0.637
"3296","Yes",NA,0,0,15,62,6,7,4,4,99,99,1,1,6,1,2,2,2,2,7,15,15,15,0,30,0,50,70,60,30,15,15,85,70,70,85,50,85,15,85,40,-1,1,1,1,-1,-1,0,-1,1,24,13,"White, non-Hispanic","Male",13,0.529
