idnumber,CNweight,current_democracy,previous_democracy,future_democracy,democracy_fit,national_interest,family_interest,year_schooling,region,gender,education,education_num,occupation,age,vote,election_freefair,secure_feeling,pol_interest,pol_news,internet_use,pol_discuss,contact_highest,contact_high_official,contact_com_leader,contact_influent_non_official,contact_media,oi_gov_resp_voters,oi_gov_employee,oi_media_freedom,oi_individualism,oi_election_necc,oi_multiparty,trust_court,trust_nat_gov,trust_party,trust_local_gov,local_part,petition,protest,regime_capability,system_proud,qg_people_power,qg_equality,qg_speech_freedom,qg_gathering_freedom,qg_responsiveness,local_corruption,defend_system,current_china_influence,future_china_influence
3009,0.7907724910902311,NA,NA,NA,NA,3,3,1,rural,Male,Complete primary/elementary,3,Working for an outside employer,64,Yes,2,4,2,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,4,0,0,0,NA,NA,3,NA,3,3,NA,2,NA,NA,NA
3010,0.7872015315258817,NA,NA,NA,10,4,4,0,rural,Male,Incomplete primary/elementary,2,Working for an outside employer,42,No,2,4,2,4,0,0,0,0,0,0,0,-1,1,NA,-1,1,NA,NA,4,4,2,0,0,0,3,3,4,3,3,3,3,4,NA,1,1
3011,0.856105462941635,8,5,10,9,4,4,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,56,Yes,4,4,3,3,0,1,0,1,0,0,0,1,-1,1,1,1,-1,4,4,4,4,0,0,0,3,3,2,4,4,4,4,3,4,0,1
3012,0.7872015315258817,7,5,10,9,3,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,46,Yes,4,3,1,2,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,4,4,4,4,0,0,0,3,3,3,2,3,3,3,NA,NA,1,1
3013,1.0737857111350257,8,5,10,9,3,3,5,rural,Female,Complete secondary/high school,7,Not employed,18,Yes,4,3,2,2,5,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,4,4,4,3,0,0,0,3,3,2,3,3,3,4,2,3,0,NA
3014,0.7872015315258817,7,5,10,10,3,3,1,rural,Male,Complete primary/elementary,3,Working for an outside employer,41,Yes,4,4,2,3,0,1,0,0,0,0,0,1,-1,1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,4,2,3,0,1
3015,0.8788030177036141,10,NA,10,NA,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,44,Yes,4,3,2,2,0,0,0,0,0,0,0,1,-1,1,1,1,-1,3,4,4,3,0,0,0,3,3,3,2,3,3,4,NA,NA,0,1
3016,1.0728298864528265,9,6,10,8,3,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,38,No,5,3,3,4,1,1,0,0,0,0,0,1,1,-1,1,1,-1,3,3,4,4,0,0,0,3,3,2,3,3,2,4,NA,2,0,NA
3017,0.7907724910902311,8,5,10,8,3,3,0,rural,Male,Incomplete primary/elementary,2,Not employed,60,Not applicable,NA,3,4,4,0,1,0,0,0,0,0,1,1,-1,1,1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,4,3,3,1,1
3018,0.9618603251328185,5,3,10,5,2,2,7,rural,Male,University education completed,9,Not employed,21,Yes,2,1,2,3,4,0,0,0,0,0,0,1,1,-1,1,1,-1,3,3,3,3,0,0,0,2,3,3,3,3,3,2,3,3,0,0
3019,1.0737857111350257,8,6,10,7,3,3,3,rural,Female,Complete secondary/high school: technical/vocational type,5,Not employed,29,No,3,3,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,NA,4,4,3,0,0,0,NA,3,3,3,3,3,3,3,3,0,1
3020,0.856105462941635,8,3,10,3,3,3,0,rural,Male,Incomplete primary/elementary,2,Working for an outside employer,58,Not applicable,NA,3,3,3,0,1,0,1,0,0,0,1,1,1,1,1,-1,NA,3,4,2,0,0,0,3,3,3,3,3,3,3,3,3,1,1
3043,1.265223936713798,8,7,9,7,3,3,7,urban,Female,Complete secondary/high school,7,Working in family business,35,Yes,4,3,2,4,1,1,0,0,0,0,0,1,1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,2,3,3,3,3,2,1,1
3044,0.9283729259234262,8,9,9,7,3,3,6,urban,Female,Some university education,8,Not employed,44,Not applicable,NA,4,2,4,5,1,0,0,0,0,0,1,1,-1,1,-1,-1,4,4,4,4,0,0,0,3,3,3,2,3,3,3,3,3,0,1
3045,0.9043950891372622,8,6,7,8,3,3,2,urban,Male,Incomplete secondary/high school: technical/vocational type,4,Working in family business,57,Yes,4,3,2,4,4,1,0,0,0,0,0,1,2,1,1,1,-1,3,3,3,3,0,0,0,3,3,3,2,3,3,3,3,3,1,1
3046,0.8353769348807448,10,6,10,5,3,3,3,urban,Male,Complete secondary/high school: technical/vocational type,5,Not employed,70,NA,NA,3,1,4,0,0,0,0,0,0,0,1,1,-1,1,1,-1,4,4,4,4,0,0,0,3,3,3,2,3,3,3,3,3,0,1
3047,0.9283729259234262,7,3,9,5,3,3,5,urban,Female,Complete secondary/high school,7,Working for an outside employer,48,Not applicable,NA,3,3,3,4,1,0,1,0,1,0,-1,-2,NA,-2,-2,2,3,4,4,2,0,0,0,3,3,2,4,4,4,2,4,3,1,1
3048,0.9283729259234262,10,NA,10,7,4,3,7,urban,Female,University education completed,9,Working for an outside employer,45,Yes,4,3,2,4,5,1,1,1,1,1,0,1,2,-1,1,2,-1,NA,NA,4,3,0,0,0,3,4,1,4,3,3,4,1,4,1,1
3049,0.9283729259234262,3,3,3,6,2,3,5,urban,Female,Complete secondary/high school,7,Working for an outside employer,49,No,3,2,3,2,0,1,0,0,0,0,0,1,1,NA,-1,-1,-1,3,3,3,3,0,0,0,2,2,2,2,2,2,2,3,2,0,0
3050,0.7907724910902311,8,7,10,10,3,3,5,rural,Male,Complete secondary/high school,7,Not employed,62,No,4,3,3,1,0,1,0,0,0,1,0,1,1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,3,3,3,3,2,3,1,1
3051,0.7907724910902311,NA,NA,NA,NA,2,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,67,No,3,2,1,0,0,0,0,0,0,0,0,-1,-1,NA,-1,NA,NA,NA,3,3,3,0,0,0,3,3,3,2,2,2,3,2,3,1,1
3052,0.8827895064432449,NA,NA,NA,7,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,63,Yes,5,3,3,0,0,1,0,0,0,0,0,-1,-1,NA,NA,NA,NA,3,3,3,2,0,0,0,NA,3,3,3,3,3,3,NA,3,1,1
3053,0.9325842772055855,NA,NA,NA,9,3,3,2,urban,Female,Incomplete secondary/high school: technical/vocational type,4,Not employed,74,Yes,4,3,3,4,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,2,0,0,0,3,3,3,3,3,3,3,3,3,1,1
3054,0.8353769348807448,8,9,10,8,3,3,7,urban,Male,University education completed,9,Not employed,72,Yes,2,3,3,4,5,1,0,0,0,0,0,-1,1,NA,1,NA,-1,3,3,3,2,0,0,0,NA,NA,3,2,3,3,NA,3,3,1,1
3056,0.7907724910902311,NA,NA,NA,NA,2,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,66,Yes,NA,3,2,3,0,1,0,0,0,0,0,1,1,NA,-1,NA,NA,2,4,4,3,0,0,0,3,3,3,2,2,2,3,2,3,1,1
3057,1.0096336220149031,10,6,10,5,2,3,5,urban,Female,Complete secondary/high school,7,Working for an outside employer,51,Not applicable,NA,3,1,4,4,0,0,0,0,0,1,NA,-1,-1,-1,1,-1,NA,NA,4,NA,0,2,0,3,3,NA,3,NA,NA,4,4,1,0,0
3058,0.9283729259234262,5,5,9,7,3,3,7,urban,Female,University education completed,9,Working for an outside employer,40,Yes,4,3,2,2,2,1,0,0,0,0,0,1,1,-1,1,1,-1,3,3,2,3,0,0,0,3,3,3,2,3,3,3,3,3,0,1
3059,0.9283729259234262,8,8,8,NA,3,2,5,urban,Female,Complete secondary/high school,7,Not employed,40,No,5,4,2,4,1,1,0,0,0,0,0,1,-1,-1,1,1,-1,3,3,3,4,0,0,0,3,3,3,3,3,2,4,3,4,1,1
3060,0.7907724910902311,NA,NA,NA,10,3,3,1,rural,Male,Complete primary/elementary,3,Peasant/farmer,67,Yes,5,3,2,2,0,0,0,0,0,0,0,-1,-1,1,-1,1,-1,3,4,4,3,0,0,0,3,3,3,3,3,3,3,NA,3,NA,NA
3061,0.7907724910902311,3,5,8,5,3,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Not employed,70,Not applicable,NA,3,2,4,0,2,0,0,0,0,0,1,-1,-1,1,-1,-1,NA,3,3,2,0,0,0,3,3,3,2,3,3,2,2,2,1,1
3062,1.0737857111350257,NA,NA,NA,8,2,2,4,rural,Female,Incomplete secondary/high school,6,Working for an outside employer,23,No,3,3,3,4,1,1,0,0,0,0,0,-1,1,1,1,NA,-1,3,3,3,2,0,0,0,NA,NA,3,2,3,3,3,3,NA,1,1
3063,0.7872015315258817,9,4,10,8,3,3,1,rural,Male,Complete primary/elementary,3,Working for an outside employer,47,Yes,5,3,1,4,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,NA,4,4,3,0,0,0,3,3,3,3,3,3,3,4,3,1,1
3064,0.856105462941635,NA,NA,NA,NA,NA,3,0,rural,Male,Incomplete primary/elementary,2,Not employed,59,Yes,4,3,2,4,0,0,0,0,0,0,0,-1,-1,NA,1,1,NA,NA,3,3,3,0,0,0,3,3,NA,2,NA,NA,NA,NA,3,NA,NA
3065,0.7907724910902311,NA,NA,1,9,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,76,Yes,2,3,3,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,4,4,3,0,0,0,3,3,3,3,3,3,NA,NA,3,NA,NA
3066,0.7872015315258817,2,6,10,3,1,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,47,Yes,2,2,2,2,0,0,0,0,1,1,0,-1,-1,1,-1,1,1,2,3,3,1,0,0,0,2,2,3,2,2,2,1,4,3,0,0
3067,1.0728298864528265,10,4,10,NA,2,3,1,rural,Male,Complete primary/elementary,3,Not employed,39,Yes,4,3,2,1,4,0,0,0,0,0,0,1,1,NA,1,1,NA,NA,4,4,3,0,0,0,3,NA,3,2,NA,NA,NA,NA,4,NA,NA
3068,1.0737857111350257,NA,NA,NA,6,3,3,3,rural,Female,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,24,Yes,3,3,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,3,3,3,3,1,0,0,3,3,3,3,3,3,2,4,3,0,0
3070,0.8788030177036141,NA,1,NA,1,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,44,Not applicable,NA,3,2,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,4,4,4,3,0,0,0,NA,3,2,3,3,3,3,3,3,1,1
3071,0.8353769348807448,10,10,10,10,2,3,3,urban,Male,Complete secondary/high school: technical/vocational type,5,Not employed,73,Not applicable,NA,3,3,4,0,1,2,2,0,0,0,-1,1,-1,1,1,-1,4,4,4,3,0,0,0,3,3,3,3,2,2,4,3,4,1,1
3072,0.7872015315258817,8,2,10,6,2,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,48,Not applicable,NA,3,4,3,4,1,0,0,0,0,0,1,1,1,1,1,-1,NA,3,3,2,0,0,0,3,3,3,2,2,2,3,4,3,1,1
3073,0.8316045511811848,5,NA,NA,NA,NA,NA,5,urban,Male,Complete secondary/high school,7,Not employed,40,No,3,3,2,4,0,0,0,0,0,0,0,-1,NA,-1,1,1,-1,2,3,3,3,0,0,0,3,3,NA,2,2,2,3,3,2,1,0
3074,0.7872015315258817,6,4,10,NA,3,3,1,rural,Male,Complete primary/elementary,3,Working for an outside employer,42,Yes,3,2,3,1,0,1,0,1,0,0,0,-1,1,-1,NA,1,-1,3,3,3,3,0,0,0,NA,3,2,2,3,3,2,3,3,NA,NA
3075,0.7907724910902311,NA,NA,NA,NA,3,3,1,rural,Male,Complete primary/elementary,3,Peasant/farmer,63,No,4,3,3,3,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,3,2,0,0,0,NA,3,NA,NA,NA,NA,3,4,NA,1,1
3076,0.7872015315258817,NA,NA,NA,8,3,3,0,rural,Male,Incomplete primary/elementary,2,Working in family business,45,NA,5,3,2,3,0,0,0,2,0,0,0,NA,NA,NA,1,NA,-1,3,4,4,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
3077,0.7907724910902311,NA,3,NA,10,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,68,Yes,5,3,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,3,4,4,3,0,0,0,3,3,2,3,3,3,3,4,3,NA,NA
3078,1.0728298864528265,5,5,5,5,2,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,32,Yes,3,3,3,1,0,1,0,0,0,0,0,1,1,-1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,1,1,2,3,3,3,1,1
3079,1.0737857111350257,8,5,10,4,3,4,5,rural,Female,Complete secondary/high school,7,Not employed,21,Yes,2,3,3,3,4,1,0,0,0,0,0,1,1,1,-1,NA,-1,3,4,4,2,0,0,0,2,NA,3,1,1,2,4,3,3,1,1
3080,1.19766807347271,9,NA,10,2,3,3,1,rural,Female,Complete primary/elementary,3,Peasant/farmer,34,Yes,NA,3,3,4,0,1,0,0,0,0,0,-1,-1,-1,NA,1,-1,3,4,4,3,0,0,0,3,3,2,2,3,3,NA,NA,3,NA,NA
3081,0.9618603251328185,8,6,7,10,2,3,2,rural,Male,Incomplete secondary/high school: technical/vocational type,4,Working for an outside employer,28,Yes,3,3,2,4,5,1,NA,2,2,1,1,1,-1,1,-1,-1,1,3,4,3,2,NA,2,3,2,4,3,3,2,3,3,3,2,0,0
3083,0.8788030177036141,10,8,10,10,3,3,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,46,No,4,3,1,4,0,0,0,0,1,0,0,-1,-1,-1,1,1,1,3,3,4,3,0,0,0,3,4,3,4,4,2,4,2,3,0,0
3085,0.9325842772055855,5,3,8,8,3,3,1,urban,Female,Complete primary/elementary,3,Not employed,80,Yes,4,2,3,4,0,2,0,1,0,1,0,NA,NA,1,NA,1,-1,2,3,3,NA,0,0,0,2,3,3,1,3,3,3,3,3,1,1
3086,1.0161151775589086,NA,NA,8,5,2,3,5,urban,Male,Complete secondary/high school,7,Working for an outside employer,24,Yes,2,3,2,3,5,0,0,1,1,1,0,1,1,1,-1,-1,-1,3,3,3,3,0,0,0,3,3,2,3,2,2,3,3,3,0,0
3087,1.1343538453772095,3,1,5,2,2,3,7,urban,Female,University education completed,9,Not employed,29,Not applicable,NA,1,2,0,2,0,0,0,0,0,0,1,1,1,-1,-2,2,2,3,2,2,0,0,0,2,1,3,2,2,2,2,3,2,0,0
3090,0.9325842772055855,5,3,7,NA,3,2,3,urban,Female,Complete secondary/high school: technical/vocational type,5,Not employed,75,No,2,2,3,4,0,0,0,1,0,0,0,-1,1,-1,1,2,-2,3,4,4,3,0,0,0,3,3,3,3,2,2,3,3,3,1,1
3091,1.0161151775589086,9,6,9,3,4,2,8,urban,Male,Post-graduate degree,10,Not employed,28,Yes,4,3,3,4,5,2,NA,2,NA,2,NA,1,1,1,-1,-1,-1,3,3,4,3,NA,NA,3,3,4,3,3,4,3,4,3,4,1,1
3094,1.1343538453772095,8,5,9,8,NA,3,7,urban,Female,University education completed,9,Working for an outside employer,27,Not applicable,NA,3,2,1,5,1,0,0,2,2,0,1,1,1,NA,1,NA,3,3,3,3,0,0,0,NA,3,3,NA,3,NA,3,NA,2,0,0
3095,0.9325842772055855,NA,NA,10,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Not employed,75,NA,NA,4,2,2,0,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,3,3,3,3,0,0,0,NA,3,NA,NA,NA,NA,3,NA,NA,1,1
3097,1.0096336220149031,10,9,10,NA,3,3,5,urban,Female,Complete secondary/high school,7,Not employed,52,Not applicable,NA,3,3,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,3,4,4,3,0,0,0,NA,3,3,2,2,3,3,3,NA,1,1
3098,1.265223936713798,10,10,10,10,3,3,3,urban,Female,Complete secondary/high school: technical/vocational type,5,Working in family business,39,No,4,3,2,2,0,1,NA,NA,NA,NA,NA,-1,-1,1,1,1,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,4,NA,4,1,1
3099,0.9283729259234262,6,4,9,8,2,3,7,urban,Female,University education completed,9,Working for an outside employer,42,No,2,1,3,1,5,1,0,2,2,2,0,NA,NA,1,-1,1,1,2,2,2,2,1,0,0,2,2,3,1,2,3,2,4,2,0,1
3100,0.8788030177036141,NA,NA,NA,4,2,2,1,rural,Female,Complete primary/elementary,3,Peasant/farmer,41,Yes,2,3,2,3,0,0,0,0,0,0,0,-1,NA,NA,1,-1,-1,3,3,3,3,0,0,0,3,3,3,2,3,3,3,4,3,NA,NA
3101,0.7907724910902311,NA,NA,NA,NA,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,67,Yes,4,3,2,4,0,0,0,1,0,0,0,-1,-1,NA,1,NA,NA,NA,3,4,2,0,0,0,NA,3,3,1,3,3,3,4,NA,NA,NA
3102,0.856105462941635,NA,NA,NA,7,3,3,0,rural,Male,Incomplete primary/elementary,2,Peasant/farmer,53,Not applicable,NA,3,2,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA
3103,0.8788030177036141,NA,NA,NA,NA,3,3,1,rural,Female,Complete primary/elementary,3,Working for an outside employer,46,Yes,2,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,3,3,3,2,0,0,0,NA,NA,3,2,3,3,NA,3,3,0,NA
3104,0.8788030177036141,NA,NA,NA,NA,2,3,1,rural,Female,Complete primary/elementary,3,Peasant/farmer,45,Yes,NA,3,2,2,0,1,0,0,0,0,0,-1,NA,NA,1,1,NA,NA,NA,3,NA,0,0,0,3,3,NA,3,2,NA,NA,2,NA,NA,NA
3105,1.19766807347271,NA,NA,NA,NA,NA,NA,1,rural,Female,Complete primary/elementary,3,Peasant/farmer,38,NA,NA,2,2,3,0,1,0,2,0,0,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,0,3,3,NA,NA,NA,NA,2,NA,2,1,1
3106,0.8827895064432449,NA,NA,NA,NA,NA,NA,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,65,No,NA,2,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3107,0.8827895064432449,NA,NA,NA,NA,NA,NA,0,rural,Female,Incomplete primary/elementary,2,Peasant/farmer,60,NA,NA,3,3,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,0,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
3108,0.7907724910902311,NA,NA,NA,NA,3,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Peasant/farmer,66,Yes,2,3,3,4,0,0,0,0,0,0,0,-1,-1,NA,1,1,1,3,3,4,3,0,0,0,3,3,NA,2,3,3,3,2,3,0,1
3109,0.7872015315258817,NA,NA,NA,NA,3,3,0,rural,Male,Incomplete primary/elementary,2,Working for an outside employer,46,Yes,5,3,3,0,0,0,0,0,0,0,0,1,1,NA,1,-1,-1,3,4,4,3,0,0,0,3,3,3,3,2,2,3,2,3,1,1
3110,1.0728298864528265,1,1,1,1,2,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,33,NA,2,3,1,0,1,0,0,0,1,1,0,1,1,1,-1,-1,-1,3,3,3,2,0,0,0,2,3,3,2,2,2,3,3,3,0,0
3111,0.7907724910902311,3,5,5,3,2,3,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Not employed,64,No,4,2,3,1,0,1,0,1,1,1,0,2,2,NA,-1,1,-1,4,4,4,3,0,0,0,3,3,3,2,2,2,3,NA,3,1,1
3112,0.9618603251328185,7,7,9,7,2,3,5,rural,Male,Complete secondary/high school,7,Not employed,20,No,2,3,3,1,4,1,2,0,1,1,0,1,1,2,-2,1,2,3,3,3,4,0,1,1,3,2,2,3,3,3,3,3,3,0,0
3113,1.0728298864528265,NA,NA,NA,NA,2,3,0,rural,Male,Incomplete primary/elementary,2,Working for an outside employer,37,Yes,5,3,2,0,0,0,0,0,0,0,0,1,1,NA,-1,-1,-1,3,4,4,3,0,0,0,3,3,3,NA,NA,NA,4,3,3,0,0
3116,0.9618603251328185,3,3,3,NA,2,2,1,rural,Male,Complete primary/elementary,3,Working for an outside employer,29,Yes,3,2,3,4,1,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,3,3,3,3,0,0,0,3,3,3,2,2,2,3,2,3,1,1
3117,0.9043950891372622,NA,NA,NA,7,2,3,3,urban,Male,Complete secondary/high school: technical/vocational type,5,Working in family business,50,Yes,3,3,2,4,1,0,0,0,0,0,0,NA,NA,NA,1,1,NA,3,3,3,2,0,0,0,NA,NA,3,2,3,3,3,3,3,1,NA
3119,0.8788030177036141,NA,NA,NA,NA,2,3,3,rural,Female,Complete secondary/high school: technical/vocational type,5,Not employed,46,Yes,4,3,2,1,0,1,0,0,0,0,0,NA,NA,NA,1,NA,NA,4,4,4,3,0,0,0,3,3,3,2,2,2,3,2,3,1,1
3120,1.0737857111350257,5,3,6,NA,2,2,5,rural,Female,Complete secondary/high school,7,Not employed,18,Not applicable,NA,3,3,2,0,1,0,0,0,0,0,1,1,NA,1,-1,-1,3,3,3,3,0,0,0,3,3,3,2,3,2,3,2,3,0,1
3123,1.0096336220149031,8,NA,10,NA,2,2,1,urban,Female,Complete primary/elementary,3,Not employed,57,Not applicable,NA,3,1,0,0,0,0,0,0,0,0,1,NA,NA,1,-1,-1,4,4,4,4,0,0,0,3,3,NA,3,3,2,3,3,3,1,1
3124,1.265223936713798,6,3,9,6,1,3,5,urban,Female,Complete secondary/high school,7,Working for an outside employer,38,Not applicable,NA,3,3,4,0,1,0,1,1,1,0,1,1,1,-1,1,-1,3,3,3,3,0,0,0,3,3,3,2,2,2,4,2,NA,0,0
3125,0.9325842772055855,NA,NA,NA,NA,2,NA,0,urban,Female,Incomplete primary/elementary,2,Not employed,67,Not applicable,NA,3,2,4,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,3,4,4,3,0,0,0,3,3,NA,3,3,2,3,2,3,NA,NA
3126,1.0728298864528265,5,4,7,9,3,2,3,rural,Male,Complete secondary/high school: technical/vocational type,5,Working for an outside employer,36,Yes,5,4,3,0,0,1,0,1,2,1,0,1,1,-1,-1,1,1,4,3,4,4,0,0,0,3,3,4,2,3,3,4,3,3,0,1
3127,0.9283729259234262,7,5,9,7,2,2,1,urban,Female,Complete primary/elementary,3,Working in family business,47,Not applicable,NA,3,4,4,1,1,0,0,0,0,0,-1,-1,-1,NA,NA,NA,3,3,3,3,0,0,0,3,3,3,3,2,2,3,3,3,1,1
3128,0.9283729259234262,10,5,10,5,3,2,3,urban,Female,Complete secondary/high school: technical/vocational type,5,Not employed,46,Not applicable,NA,3,3,4,1,1,0,0,1,0,0,-1,-1,1,-1,1,-1,3,3,3,3,2,0,1,3,3,3,2,3,2,3,4,4,0,0
3129,1.1333441062900562,9,8,10,9,4,3,1,urban,Male,Complete primary/elementary,3,Working in family business,39,Not applicable,4,4,3,4,0,2,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,4,4,4,NA,0,0,0,3,NA,NA,3,3,2,NA,NA,NA,1,1
3130,0.9283729259234262,NA,NA,NA,1,3,2,4,urban,Female,Incomplete secondary/high school,6,Not employed,49,No,2,3,2,4,5,1,0,0,0,0,0,-1,-1,NA,-1,1,-2,1,NA,3,3,0,0,0,4,3,4,2,4,4,2,3,2,0,0
3132,0.8353769348807448,NA,NA,NA,NA,2,3,1,urban,Male,Complete primary/elementary,3,Not employed,65,Yes,2,1,1,4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
3133,1.0096336220149031,NA,NA,NA,NA,3,3,0,urban,Female,Incomplete primary/elementary,2,Working for an outside employer,52,Yes,5,3,3,1,1,2,0,0,0,0,0,-1,-1,-1,1,1,-1,4,4,4,3,0,0,0,3,3,3,3,3,3,3,2,NA,NA,NA
3135,1.1333441062900562,10,9,10,2,3,2,3,urban,Male,Complete secondary/high school: technical/vocational type,5,Not employed,31,Yes,4,3,3,4,4,1,2,2,1,2,0,-1,1,1,1,2,1,2,2,2,3,1,0,0,3,2,3,3,3,3,3,3,3,0,0
3138,1.1343538453772095,2,1,3,2,2,2,7,urban,Female,University education completed,9,Not employed,21,Yes,NA,2,4,4,0,2,0,0,0,0,0,1,1,-1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,1,2,2,3,3,3,1,1
3139,1.0161151775589086,8,7,9,8,2,2,5,urban,Male,Complete secondary/high school,7,Not employed,18,Not applicable,NA,3,3,4,4,1,0,0,0,0,0,-1,1,-1,1,1,-1,3,3,3,3,0,0,0,3,3,3,2,2,2,3,NA,3,1,1
3140,1.1343538453772095,7,NA,10,NA,3,3,7,urban,Female,University education completed,9,Working for an outside employer,25,NA,3,3,2,2,5,1,0,1,0,0,0,-1,2,-1,1,1,1,3,4,3,2,1,0,2,3,3,3,3,2,1,3,3,3,1,1
3141,0.9043950891372622,2,1,3,NA,1,1,0,urban,Male,Incomplete primary/elementary,2,Working in family business,58,Not applicable,NA,2,3,0,0,1,0,0,0,0,0,-1,-1,-2,-2,-1,-1,2,2,2,1,0,0,0,NA,2,4,1,2,2,2,4,3,1,1
3142,1.0096336220149031,4,3,5,5,2,3,3,urban,Female,Complete secondary/high school: technical/vocational type,5,Not employed,56,Not applicable,NA,3,3,4,5,1,0,0,0,0,0,1,1,-1,-1,-1,-1,3,3,3,3,0,0,0,3,3,3,2,3,3,1,4,2,0,1
3143,1.265223936713798,8,3,9,3,3,3,5,urban,Female,University education completed,9,Not employed,38,No,4,3,2,3,5,1,0,1,0,0,0,1,1,-1,-1,-1,-1,3,3,3,2,1,0,0,3,3,3,3,3,3,3,3,3,0,0
3144,0.8316045511811848,3,3,4,3,2,2,5,urban,Male,Complete secondary/high school,7,Not employed,47,Not applicable,NA,2,2,3,1,1,0,0,1,1,0,-1,-1,-1,1,-1,-1,3,3,3,2,0,0,0,2,3,3,1,2,2,2,3,2,1,1
3145,1.0161151775589086,8,NA,9,7,2,3,5,urban,Male,Complete secondary/high school,7,Working for an outside employer,21,Not applicable,NA,3,2,4,4,1,0,1,0,0,0,NA,-1,-1,-1,-1,-1,4,4,4,NA,0,0,0,NA,3,3,2,3,2,3,2,3,1,1
3146,1.1343538453772095,4,3,5,5,3,3,5,urban,Female,Complete secondary/high school,7,Not employed,20,Not applicable,NA,3,3,4,5,1,0,1,1,1,0,2,1,1,1,1,1,3,3,3,3,1,0,0,3,3,3,2,2,2,2,3,2,0,0
3147,1.0161151775589086,9,5,10,9,3,3,7,urban,Male,University education completed,9,Working for an outside employer,23,Not applicable,NA,3,3,4,5,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,3,3,3,3,0,0,0,NA,NA,2,4,3,2,3,4,2,0,0
